"Record ID",Date,Country,City,"Temperature (Â°C)","Humidity (%)","Precipitation (mm)","Air Quality Index (AQI)","Extreme Weather Events","Climate Classification",Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
aus_350,12/15/2024,Australia,Sydney,-6,43,55.9,91,None,Koeppen-D,Arid,Tundra,-3.9,38,N,Winter,7941829,16050514.7,1
aus_351,12/16/2024,Australia,Sydney,15.1,61,171.1,364,Drought,Koeppen-D,Arid,Forest,18.1,22.7,SW,Winter,8344996,77125429.25,9
aus_352,12/17/2024,Australia,Sydney,33.5,94,112.4,398,None,Koeppen-A,Arid,Grassland,38.2,6.9,W,Winter,8904630,49273917.97,5
aus_353,12/18/2024,Australia,Sydney,26.5,65,9.6,395,None,Koeppen-A,Arid,Tundra,29.8,32,N,Winter,9178005,65050955.04,2
aus_354,12/19/2024,Australia,Sydney,42.6,38,8.1,129,None,Koeppen-B,Arid,Desert,44.5,5.9,SE,Winter,8193251,88322014.83,7
aus_355,12/20/2024,Australia,Sydney,5.7,18,7.5,11,None,Koeppen-D,Arid,Grassland,6.6,4.8,NE,Winter,1001842,2819052.84,6
aus_356,12/21/2024,Australia,Sydney,40.5,90,180.3,380,None,Koeppen-C,Arid,Tundra,45,0.3,E,Winter,9583484,49028407.28,3
aus_357,12/22/2024,Australia,Sydney,27.2,22,79.5,196,None,Koeppen-C,Arid,Forest,28.3,16.2,W,Winter,682554,11871347.73,3
aus_358,12/23/2024,Australia,Sydney,12.4,12,66.6,241,None,Koeppen-B,Arid,Tundra,13,35.4,W,Winter,3969074,33507809.97,3
aus_359,12/24/2024,Australia,Sydney,42.3,36,16.1,39,None,Koeppen-C,Arid,Wetland,44.1,33.3,NE,Winter,2036632,1147039.67,7
aus_360,12/25/2024,Australia,Sydney,42.5,91,72.4,250,None,Koeppen-D,Arid,Desert,47,13.3,E,Winter,2593629,32942597.13,7
aus_361,12/26/2024,Australia,Sydney,6.7,15,58.7,332,Drought,Koeppen-A,Arid,Desert,7.5,31.3,N,Winter,4274406,92583512.38,9
aus_362,12/27/2024,Australia,Sydney,-0.1,82,185.1,101,Heatwave,Koeppen-A,Arid,Wetland,4,11.5,NE,Winter,1033714,16646733.38,1
aus_363,12/28/2024,Australia,Sydney,11.8,61,22.7,460,None,Koeppen-C,Arid,Desert,14.9,36.2,NW,Winter,1440561,17548007.92,7
aus_364,12/29/2024,Australia,Sydney,40.1,38,62.4,117,None,Koeppen-A,Arid,Tundra,42,27.2,N,Winter,8733953,23435834.9,5
aus_365,12/30/2024,Australia,Sydney,40.9,60,83.6,252,None,Koeppen-D,Arid,Grassland,43.9,25.5,E,Winter,148430,84835864.29,1
aus_366,12/31/2024,Australia,Sydney,15.7,63,55.2,374,None,Koeppen-D,Arid,Tundra,18.9,23.2,NE,Winter,492668,7881044.76,9
aus_367,1/1/2025,Australia,Sydney,-9.2,56,45.4,252,Drought,Koeppen-C,Arid,Wetland,-6.4,17.1,SE,Winter,3444913,97505479.85,10
aus_368,1/2/2025,Australia,Sydney,34.5,83,113.8,426,None,Koeppen-B,Arid,Grassland,38.6,19.5,W,Winter,1195671,57711986.68,5
aus_369,1/3/2025,Australia,Sydney,28.3,50,23.9,94,None,Koeppen-C,Arid,Desert,30.8,17.8,SW,Winter,1830356,70951674.63,3
aus_370,1/4/2025,Australia,Sydney,15.4,68,4.4,460,None,Koeppen-B,Arid,Forest,18.8,32.3,E,Winter,280015,19932665.84,9
aus_371,1/5/2025,Australia,Sydney,-3.2,25,182.9,52,None,Koeppen-C,Arid,Tundra,-2,23.8,N,Winter,5117034,66819791.53,7
aus_372,1/6/2025,Australia,Sydney,36,79,69.4,25,None,Koeppen-C,Arid,Grassland,40,16.2,S,Winter,308682,17599722.07,4
aus_373,1/7/2025,Australia,Sydney,39.5,72,56.9,260,None,Koeppen-B,Arid,Desert,43.1,6.7,NW,Winter,5414384,93246688.99,10
aus_374,1/8/2025,Australia,Sydney,10.3,96,164.6,240,None,Koeppen-C,Arid,Forest,15.1,2.2,NW,Winter,8809235,34827578.92,3
aus_375,1/9/2025,Australia,Sydney,28.2,76,142,206,None,Koeppen-C,Arid,Wetland,32,25.8,N,Winter,1058908,66217028.22,6
aus_376,1/10/2025,Australia,Sydney,6,93,73.9,253,None,Koeppen-D,Arid,Grassland,10.7,11.2,S,Winter,4414661,30641603.17,10
aus_377,1/11/2025,Australia,Sydney,0.4,77,135.5,315,None,Koeppen-B,Arid,Tundra,4.2,30.6,W,Winter,2485358,34105920.26,5
aus_378,1/12/2025,Australia,Sydney,15.7,54,194,426,None,Koeppen-D,Arid,Desert,18.4,1.7,N,Winter,402565,25442869.41,9
aus_379,1/13/2025,Australia,Sydney,28.4,28,128.7,483,None,Koeppen-D,Arid,Desert,29.8,33.9,SE,Winter,3487055,34881351.09,3
aus_380,1/14/2025,Australia,Sydney,43.6,73,57.4,145,None,Koeppen-A,Arid,Grassland,47.2,0.1,S,Winter,9286888,31812894.19,10
aus_381,1/15/2025,Australia,Sydney,5.1,48,36.2,211,None,Koeppen-B,Arid,Forest,7.5,15.9,SE,Winter,5759633,40804452.43,5
aus_382,1/16/2025,Australia,Sydney,13,72,43.2,417,None,Koeppen-C,Arid,Wetland,16.6,31.6,SW,Winter,198982,54397444.94,4
aus_383,1/17/2025,Australia,Sydney,18.2,49,142.9,397,None,Koeppen-B,Arid,Desert,20.6,0.6,NW,Winter,3998932,63618912.28,4
aus_384,1/18/2025,Australia,Sydney,9.3,52,188.6,200,Heatwave,Koeppen-A,Arid,Desert,11.9,39.5,W,Winter,8657736,28369424.67,2
aus_385,1/19/2025,Australia,Sydney,0.7,62,153.2,162,Drought,Koeppen-B,Arid,Desert,3.8,12.3,SW,Winter,3885837,38498861.28,2
aus_386,1/20/2025,Australia,Sydney,34.1,10,127.3,480,None,Koeppen-A,Arid,Grassland,34.6,27.1,NW,Winter,3544589,71676587.81,6
aus_387,1/21/2025,Australia,Sydney,15.7,22,17.3,399,None,Koeppen-C,Arid,Desert,16.8,35.9,W,Winter,5430510,60148065.65,6
aus_388,1/22/2025,Australia,Sydney,7.2,35,39.3,376,None,Koeppen-A,Arid,Wetland,8.9,7.8,SW,Winter,8192191,85591908.73,7
aus_389,1/23/2025,Australia,Sydney,34.1,34,67.5,344,Drought,Koeppen-A,Arid,Desert,35.8,17.9,SW,Winter,7538655,84890063.34,7
aus_390,1/24/2025,Australia,Sydney,-7.6,31,135.8,51,None,Koeppen-D,Arid,Forest,-6,25.2,S,Winter,1207436,39664464.04,5
aus_391,1/25/2025,Australia,Sydney,42.2,43,58.8,178,None,Koeppen-B,Arid,Forest,44.4,5.9,NW,Winter,803941,4711458.32,5
aus_392,1/26/2025,Australia,Sydney,29,60,136.2,489,Heatwave,Koeppen-A,Arid,Forest,32,13.8,SW,Winter,9723651,6675556.1,4
aus_393,1/27/2025,Australia,Sydney,16.1,43,7.4,113,None,Koeppen-A,Arid,Grassland,18.2,11.6,NE,Winter,1847414,63561421.65,7
aus_394,1/28/2025,Australia,Sydney,27.9,36,107.4,365,Drought,Koeppen-A,Arid,Grassland,29.7,17.5,S,Winter,2249814,84435173.9,5
aus_395,1/29/2025,Australia,Sydney,33.5,25,35.9,155,None,Koeppen-A,Arid,Grassland,34.8,27.2,SW,Winter,9067284,37851467.15,4
aus_396,1/30/2025,Australia,Sydney,0.3,26,158.1,13,None,Koeppen-B,Arid,Forest,1.6,4.6,W,Winter,4722073,44566730.06,2
aus_397,1/31/2025,Australia,Sydney,14.6,26,18.8,56,None,Koeppen-D,Arid,Tundra,15.9,34.5,SW,Winter,8091041,81551608.75,6
aus_398,2/1/2025,Australia,Sydney,43.2,77,95.7,70,None,Koeppen-A,Arid,Wetland,47.1,28.3,SW,Winter,2246044,75267776.51,6
aus_399,2/2/2025,Australia,Sydney,-8.4,43,97,223,Heatwave,Koeppen-A,Arid,Forest,-6.2,24.1,SE,Winter,3710578,54077107.22,10
aus_400,2/3/2025,Australia,Sydney,25.7,28,191.6,308,None,Koeppen-D,Arid,Wetland,27.1,7,W,Winter,691107,27198814.12,1
aus_401,2/4/2025,Australia,Sydney,12.3,40,147.7,274,None,Koeppen-C,Arid,Desert,14.3,37.1,NE,Winter,4642786,85343927.62,7
aus_402,2/5/2025,Australia,Sydney,-7.6,96,188.3,333,Flood,Koeppen-C,Arid,Grassland,-2.8,24.6,NE,Winter,555615,91419138.75,2
aus_403,2/6/2025,Australia,Sydney,13.8,36,44.6,168,None,Koeppen-B,Arid,Wetland,15.6,21.5,SW,Winter,4145127,24844251.23,2
aus_404,2/7/2025,Australia,Sydney,8.4,92,28.3,15,None,Koeppen-A,Arid,Grassland,13,17.7,N,Winter,3046869,48092083.92,6
aus_405,2/8/2025,Australia,Sydney,-6.5,19,125.3,271,None,Koeppen-B,Arid,Wetland,-5.5,4,NW,Winter,8488719,56857630.16,8
aus_406,2/9/2025,Australia,Sydney,0,23,142.2,73,None,Koeppen-A,Arid,Wetland,1.2,18.1,E,Winter,9716133,73184522.08,4
aus_407,2/10/2025,Australia,Sydney,30,22,132,65,None,Koeppen-A,Arid,Forest,31.1,2.5,N,Winter,4962536,68559520.46,8
aus_408,2/11/2025,Australia,Sydney,11.1,78,150.5,40,None,Koeppen-B,Arid,Wetland,15,34.8,W,Winter,4626323,624919.09,10
aus_409,2/12/2025,Australia,Sydney,44.1,18,174.3,243,None,Koeppen-C,Arid,Forest,45,24.5,NE,Winter,3588115,9521806.54,8
aus_410,2/13/2025,Australia,Sydney,33,90,173.6,231,Heatwave,Koeppen-A,Arid,Grassland,37.5,24.1,SW,Winter,519134,39891598.44,2
aus_411,2/14/2025,Australia,Sydney,7.3,52,158.5,103,None,Koeppen-C,Arid,Forest,9.9,25.1,NW,Winter,6617967,28956626.21,8
aus_412,2/15/2025,Australia,Sydney,35.1,67,15.4,164,Heatwave,Koeppen-D,Arid,Forest,38.5,8.9,NE,Winter,3526076,91557527.02,2
aus_413,2/16/2025,Australia,Sydney,38.6,78,1.9,241,None,Koeppen-B,Arid,Tundra,42.5,37.5,W,Winter,5907545,57916322.43,3
aus_414,2/17/2025,Australia,Sydney,41.6,55,120.8,200,Heatwave,Koeppen-A,Arid,Forest,44.4,5.7,SW,Winter,8343331,5211269.5,7
aus_415,2/18/2025,Australia,Sydney,19.4,52,198.6,478,Drought,Koeppen-B,Arid,Desert,22,39.8,NW,Winter,8727010,36485481.07,4
aus_416,2/19/2025,Australia,Sydney,0.3,12,64.4,300,None,Koeppen-D,Arid,Forest,0.9,16.9,W,Winter,3545559,47186760.22,6
aus_417,2/20/2025,Australia,Sydney,7.1,65,28.1,86,None,Koeppen-D,Arid,Wetland,10.3,33.8,SE,Winter,4706523,34425622.91,2
aus_418,2/21/2025,Australia,Sydney,14.6,29,187.2,76,Hurricane,Koeppen-A,Arid,Forest,16.1,6.4,E,Winter,9833948,77031877.66,4
aus_419,2/22/2025,Australia,Sydney,44.4,37,168.7,199,None,Koeppen-A,Arid,Tundra,46.2,10.8,N,Winter,3622241,56297710.68,2
aus_420,2/23/2025,Australia,Sydney,-7.9,10,189.6,188,None,Koeppen-C,Arid,Forest,-7.4,39.2,SE,Winter,4218880,63858017.14,7
aus_421,2/24/2025,Australia,Sydney,12,90,78.6,399,None,Koeppen-D,Arid,Forest,16.5,16.7,E,Winter,4694820,66324666.69,7
aus_422,2/25/2025,Australia,Sydney,21.7,83,133.3,311,None,Koeppen-B,Arid,Tundra,25.9,1.1,S,Winter,2725389,17518836.52,5
aus_423,2/26/2025,Australia,Sydney,23.1,67,62.6,26,None,Koeppen-A,Arid,Desert,26.5,0,N,Winter,4055806,57998607.44,4
aus_424,2/27/2025,Australia,Sydney,32.8,17,8.1,236,None,Koeppen-B,Arid,Forest,33.6,34.7,W,Winter,7608075,77061381.85,9
aus_425,2/28/2025,Australia,Sydney,39.9,48,69.5,354,Heatwave,Koeppen-D,Arid,Grassland,42.3,27.4,SE,Winter,5025025,73917419.5,10
aus_426,3/1/2025,Australia,Sydney,4,75,8.8,215,None,Koeppen-A,Arid,Desert,7.8,11,S,Spring,3793787,35301133.55,10
aus_427,3/2/2025,Australia,Sydney,-3.8,91,83.8,395,Heatwave,Koeppen-B,Arid,Wetland,0.8,19.9,NW,Spring,1986062,76185910.4,4
aus_428,3/3/2025,Australia,Sydney,8.3,42,30,104,None,Koeppen-A,Arid,Desert,10.4,24.1,SE,Spring,8638549,9402359.21,1
aus_429,3/4/2025,Australia,Sydney,-6.3,35,41.5,350,None,Koeppen-A,Arid,Tundra,-4.5,15.7,S,Spring,5864731,30513057.02,10
aus_430,3/5/2025,Australia,Sydney,9.1,63,3.5,296,None,Koeppen-A,Arid,Grassland,12.2,24.9,S,Spring,6693328,29093318.95,9
aus_431,3/6/2025,Australia,Sydney,44.1,99,6.9,197,None,Koeppen-C,Arid,Tundra,49.1,25.9,SE,Spring,1643020,23575141.58,8
aus_432,3/7/2025,Australia,Sydney,-2.3,89,95.6,103,None,Koeppen-C,Arid,Wetland,2.2,24,S,Spring,8441412,25150749.28,8
aus_433,3/8/2025,Australia,Sydney,22.1,36,184,70,Drought,Koeppen-D,Arid,Wetland,23.9,31.6,E,Spring,1080085,88619547.85,4
aus_434,3/9/2025,Australia,Sydney,22.7,68,123.5,496,None,Koeppen-D,Arid,Wetland,26.1,24,W,Spring,9966388,11940454.59,10
aus_435,3/10/2025,Australia,Sydney,0.3,34,149.2,85,Flood,Koeppen-B,Arid,Desert,2,14.4,N,Spring,616581,42433472.59,9
aus_436,3/11/2025,Australia,Sydney,33.1,63,118.1,442,Hurricane,Koeppen-B,Arid,Grassland,36.2,24.3,N,Spring,1005467,18843432.39,1
aus_437,3/12/2025,Australia,Sydney,29.4,85,144.6,382,None,Koeppen-C,Arid,Desert,33.6,8,E,Spring,4248948,82207502.98,8
aus_438,3/13/2025,Australia,Sydney,1.6,78,68.2,229,Heatwave,Koeppen-B,Arid,Desert,5.5,8,SW,Spring,879924,34863039.41,10
aus_439,3/14/2025,Australia,Sydney,-1.1,25,64.3,498,None,Koeppen-B,Arid,Tundra,0.1,13,SE,Spring,4738219,15358302.08,8
aus_440,3/15/2025,Australia,Sydney,23.4,35,188.2,31,None,Koeppen-C,Arid,Grassland,25.1,20,SW,Spring,9206371,94851717.13,9
aus_441,3/16/2025,Australia,Sydney,-6.3,30,63.1,97,None,Koeppen-B,Arid,Wetland,-4.8,17.5,N,Spring,7627077,45045786.7,9
aus_442,3/17/2025,Australia,Sydney,38.2,13,18.7,138,Flood,Koeppen-B,Arid,Forest,38.9,28,N,Spring,3778794,8020323.36,10
aus_443,3/18/2025,Australia,Sydney,0.6,65,119.8,63,None,Koeppen-C,Arid,Desert,3.9,22.3,NE,Spring,4127286,42704136.74,2
aus_444,3/19/2025,Australia,Sydney,35.2,24,112.7,352,Flood,Koeppen-C,Arid,Tundra,36.4,2.4,SW,Spring,4530017,8397495.83,10
aus_445,3/20/2025,Australia,Sydney,0.7,52,22.4,36,None,Koeppen-D,Arid,Tundra,3.3,6.8,SW,Spring,2085437,26311372.48,10
aus_446,3/21/2025,Australia,Sydney,11.6,75,129.1,385,None,Koeppen-C,Arid,Grassland,15.3,16.1,E,Spring,8187107,42084830.87,7
aus_447,3/22/2025,Australia,Sydney,7.9,10,131,293,None,Koeppen-C,Arid,Tundra,8.4,17.6,SE,Spring,9703735,97088073.53,2
aus_448,3/23/2025,Australia,Sydney,15.1,90,67.3,128,None,Koeppen-B,Arid,Forest,19.6,20.7,E,Spring,6794538,15808763.43,3
aus_449,3/24/2025,Australia,Sydney,3,93,101.5,61,Drought,Koeppen-A,Arid,Desert,7.7,25.6,N,Spring,3047289,20481677.56,7
aus_450,3/25/2025,Australia,Sydney,17.8,51,150.6,263,None,Koeppen-D,Arid,Wetland,20.4,35.7,S,Spring,8875278,10961147.47,1
aus_451,3/26/2025,Australia,Sydney,4.6,64,162.7,338,None,Koeppen-C,Arid,Forest,7.8,33.6,W,Spring,511736,58469077.77,9
aus_452,3/27/2025,Australia,Sydney,28.6,44,74.4,269,None,Koeppen-B,Arid,Wetland,30.8,39,W,Spring,6680180,19093557.48,3
aus_453,3/28/2025,Australia,Sydney,23,71,7.5,281,None,Koeppen-C,Arid,Wetland,26.6,2.8,W,Spring,7508941,43504375.34,6
aus_454,3/29/2025,Australia,Sydney,15.3,14,18.7,356,None,Koeppen-B,Arid,Wetland,16,23.8,SW,Spring,8675181,72179478.14,4
aus_455,3/30/2025,Australia,Sydney,20.7,28,98.9,488,Drought,Koeppen-C,Arid,Wetland,22.1,11.9,SW,Spring,6088419,5740650.49,7
aus_456,3/31/2025,Australia,Sydney,5.9,83,196.5,133,None,Koeppen-C,Arid,Forest,10.1,15.5,S,Spring,9171837,44601321.73,10
aus_457,4/1/2025,Australia,Sydney,19.3,49,89.7,309,None,Koeppen-B,Arid,Forest,21.8,2.6,NE,Spring,7200939,77014801.3,10
aus_458,4/2/2025,Australia,Sydney,18.8,44,30.7,187,None,Koeppen-C,Arid,Tundra,21,17.8,SW,Spring,4361186,95604248.94,4
aus_459,4/3/2025,Australia,Sydney,-7.8,61,130.7,490,None,Koeppen-D,Arid,Forest,-4.8,25.2,E,Spring,9739502,92633098.1,3
aus_460,4/4/2025,Australia,Sydney,42.6,10,19.7,230,None,Koeppen-A,Arid,Desert,43.1,8.1,SE,Spring,7188881,52474752.68,7
aus_461,4/5/2025,Australia,Sydney,30.9,20,173,486,None,Koeppen-D,Arid,Forest,31.9,12.8,SW,Spring,9682283,21808122.4,1
aus_462,4/6/2025,Australia,Sydney,33.5,60,17,219,Heatwave,Koeppen-C,Arid,Tundra,36.5,36.5,E,Spring,3443149,45113291.41,8
aus_463,4/7/2025,Australia,Sydney,15.5,78,69,207,None,Koeppen-B,Arid,Grassland,19.4,4.6,W,Spring,6420157,96594721.19,9
aus_464,4/8/2025,Australia,Sydney,18.5,37,83,109,Drought,Koeppen-D,Arid,Wetland,20.4,22.3,W,Spring,5285266,57608355.74,8
aus_465,4/9/2025,Australia,Sydney,15.9,57,160.2,381,None,Koeppen-D,Arid,Desert,18.8,37.6,NW,Spring,7577752,5178276.9,7
aus_466,4/10/2025,Australia,Sydney,18,17,145.1,476,None,Koeppen-A,Arid,Desert,18.9,13.2,S,Spring,3847199,36187042.69,3
aus_467,4/11/2025,Australia,Sydney,37.9,73,151.4,325,None,Koeppen-B,Arid,Desert,41.5,11.9,E,Spring,8395454,44381030.16,5
aus_468,4/12/2025,Australia,Sydney,43.5,11,113.6,209,None,Koeppen-B,Arid,Desert,44,5.1,SE,Spring,1691150,51198091.42,2
aus_469,4/13/2025,Australia,Sydney,19.1,68,167.5,355,Drought,Koeppen-B,Arid,Tundra,22.5,12.3,S,Spring,8859148,50780311.42,3
aus_470,4/14/2025,Australia,Sydney,24.6,53,193.4,350,Flood,Koeppen-B,Arid,Tundra,27.2,32.4,E,Spring,2240856,44089464.9,4
aus_471,4/15/2025,Australia,Sydney,17.9,88,84.9,449,Drought,Koeppen-C,Arid,Grassland,22.3,8.3,SW,Spring,2422949,58003920.83,5
aus_472,4/16/2025,Australia,Sydney,2.6,34,116.6,272,Drought,Koeppen-C,Arid,Wetland,4.3,1.6,NW,Spring,7055717,71453795.1,5
aus_473,4/17/2025,Australia,Sydney,42.1,87,186.8,204,None,Koeppen-D,Arid,Grassland,46.5,30.8,E,Spring,8731352,7460418.47,8
aus_474,4/18/2025,Australia,Sydney,-5,28,120.5,210,None,Koeppen-A,Arid,Wetland,-3.6,25.4,SE,Spring,2309914,76228616.57,5
aus_475,4/19/2025,Australia,Sydney,33.3,85,134.9,92,None,Koeppen-D,Arid,Desert,37.5,26.8,SE,Spring,1041285,66474973.14,4
aus_476,4/20/2025,Australia,Sydney,31.9,17,57.4,86,None,Koeppen-D,Arid,Forest,32.8,31.2,S,Spring,8681819,93098896,1
aus_477,4/21/2025,Australia,Sydney,-5.2,67,172.7,114,None,Koeppen-D,Arid,Forest,-1.9,35.8,SE,Spring,9279195,89035599.69,10
aus_478,4/22/2025,Australia,Sydney,-7.4,97,189.6,95,Hurricane,Koeppen-B,Arid,Wetland,-2.5,20.7,SW,Spring,7003507,4088902.56,10
aus_479,4/23/2025,Australia,Sydney,-2.5,13,17.9,405,None,Koeppen-D,Arid,Wetland,-1.9,26.8,NW,Spring,2825927,79603166.47,3
aus_480,4/24/2025,Australia,Sydney,2.9,87,28,376,None,Koeppen-C,Arid,Wetland,7.2,28.1,SW,Spring,9950148,61031788.81,3
aus_481,4/25/2025,Australia,Sydney,-2.1,76,154.7,199,None,Koeppen-A,Arid,Desert,1.7,29,SW,Spring,9682578,69620715.49,8
aus_482,4/26/2025,Australia,Sydney,2.8,72,54,357,None,Koeppen-D,Arid,Grassland,6.4,34.3,N,Spring,9231217,62818565.12,4
aus_483,4/27/2025,Australia,Sydney,34.4,49,20.2,462,None,Koeppen-C,Arid,Forest,36.9,27.2,N,Spring,1883253,85174922.23,4
aus_484,4/28/2025,Australia,Sydney,44.2,92,97.9,254,None,Koeppen-C,Arid,Grassland,48.8,17,SE,Spring,2045477,2281265.87,7
aus_485,4/29/2025,Australia,Sydney,38.2,88,164.9,313,None,Koeppen-A,Arid,Forest,42.6,17.3,NE,Spring,833937,96728383.79,10
aus_486,4/30/2025,Australia,Sydney,10.9,45,117.7,459,None,Koeppen-B,Arid,Tundra,13.2,17.9,SW,Spring,7745540,22338716.61,6
aus_487,5/1/2025,Australia,Sydney,1.6,87,73.1,36,None,Koeppen-C,Arid,Wetland,6,4.6,SW,Spring,9381210,82212662.86,3
aus_488,5/2/2025,Australia,Sydney,27.1,16,1.8,394,None,Koeppen-A,Arid,Forest,27.9,28.3,S,Spring,330785,2077961.54,6
aus_489,5/3/2025,Australia,Sydney,22.4,22,106.1,478,None,Koeppen-C,Arid,Grassland,23.5,1.7,SE,Spring,836028,58521082.99,2
aus_490,5/4/2025,Australia,Sydney,14.9,47,24,376,None,Koeppen-B,Arid,Grassland,17.2,16.8,W,Spring,6548886,79406222.24,9
aus_491,5/5/2025,Australia,Sydney,9.6,88,158.9,259,None,Koeppen-D,Arid,Tundra,14,21.6,SE,Spring,8250177,54548346.13,5
aus_492,5/6/2025,Australia,Sydney,-4,32,119.8,276,None,Koeppen-B,Arid,Desert,-2.4,31.5,SW,Spring,4169629,49701605.28,7
aus_493,5/7/2025,Australia,Sydney,4.5,72,148.1,433,None,Koeppen-C,Arid,Wetland,8.1,21.8,SE,Spring,904157,47270020.82,8
aus_494,5/8/2025,Australia,Sydney,12.9,15,145.8,181,None,Koeppen-A,Arid,Wetland,13.7,30.7,S,Spring,1069372,94387941.04,3
aus_495,5/9/2025,Australia,Sydney,29.7,18,154.5,255,Hurricane,Koeppen-B,Arid,Tundra,30.6,33.3,W,Spring,2043252,3273535.49,9
aus_496,5/10/2025,Australia,Sydney,13.3,42,115.5,145,None,Koeppen-C,Arid,Grassland,15.4,20.9,W,Spring,6894152,478946.8,1
aus_497,5/11/2025,Australia,Sydney,42.5,20,163.6,109,None,Koeppen-D,Arid,Wetland,43.5,9.9,SE,Spring,4954910,41368983.86,7
aus_498,5/12/2025,Australia,Sydney,-9.4,32,26.4,401,None,Koeppen-B,Arid,Tundra,-7.8,25.2,NW,Spring,5696430,32719359.16,3
aus_499,5/13/2025,Australia,Sydney,44.8,36,90.8,359,None,Koeppen-C,Arid,Tundra,46.6,38.6,S,Spring,5142864,35436662.73,9
aus_500,5/14/2025,Australia,Sydney,14.2,41,41.5,70,Heatwave,Koeppen-D,Arid,Wetland,16.2,19.4,W,Spring,4953893,47412913.92,4
aus_501,5/15/2025,Australia,Sydney,33.5,88,97.6,421,None,Koeppen-C,Arid,Forest,37.9,0.3,S,Spring,5587251,43095889.69,6
aus_502,5/16/2025,Australia,Sydney,-0.1,25,146.6,325,None,Koeppen-D,Arid,Grassland,1.1,22.7,SE,Spring,2817553,38146421.57,2
aus_503,5/17/2025,Australia,Sydney,23.4,54,194.4,32,None,Koeppen-C,Arid,Grassland,26.1,3.7,NE,Spring,849906,31556719.39,9
aus_504,5/18/2025,Australia,Sydney,14.3,83,174.8,156,None,Koeppen-A,Arid,Forest,18.5,8.3,SE,Spring,5332975,62771908.91,1
aus_505,5/19/2025,Australia,Sydney,8.6,67,73.3,128,None,Koeppen-D,Arid,Forest,11.9,35.1,S,Spring,3361026,98230179.49,4
aus_506,5/20/2025,Australia,Sydney,27.6,58,85.3,112,Heatwave,Koeppen-C,Arid,Tundra,30.5,14.1,W,Spring,7215419,78808161.41,1
aus_507,5/21/2025,Australia,Sydney,23.6,40,148.7,29,Heatwave,Koeppen-C,Arid,Wetland,25.6,38.8,W,Spring,1483874,55771544.65,9
aus_508,5/22/2025,Australia,Sydney,-1.1,43,77.1,164,None,Koeppen-D,Arid,Wetland,1,29.2,SE,Spring,4892697,43480124.59,3
aus_509,5/23/2025,Australia,Sydney,32.4,18,89.4,335,None,Koeppen-A,Arid,Grassland,33.3,25.7,NW,Spring,6532317,47412569.86,3
aus_510,5/24/2025,Australia,Sydney,13,41,85.9,339,None,Koeppen-B,Arid,Desert,15.1,14.9,SE,Spring,9954205,7713615.71,9
aus_511,5/25/2025,Australia,Sydney,1.4,96,185.1,92,None,Koeppen-B,Arid,Desert,6.2,1.6,E,Spring,47783,51993295.33,5
aus_512,5/26/2025,Australia,Sydney,18,90,122.9,483,None,Koeppen-D,Arid,Desert,22.5,17.5,NE,Spring,3712488,31238781.4,9
aus_513,5/27/2025,Australia,Sydney,10.2,33,170.8,56,None,Koeppen-C,Arid,Desert,11.8,31.9,W,Spring,4637005,17516637,1
aus_514,5/28/2025,Australia,Sydney,40.8,57,99,394,None,Koeppen-D,Arid,Desert,43.6,9.5,N,Spring,2868176,61068679.68,10
aus_515,5/29/2025,Australia,Sydney,39.2,45,185,118,None,Koeppen-C,Arid,Tundra,41.5,22.9,S,Spring,5048350,69216139.45,10
aus_516,5/30/2025,Australia,Sydney,-6.6,63,62.5,277,None,Koeppen-D,Arid,Wetland,-3.4,15.7,NW,Spring,3460506,3637117.8,9
aus_517,5/31/2025,Australia,Sydney,-3.6,74,156.1,189,None,Koeppen-C,Arid,Tundra,0.1,14,S,Spring,1491758,4402491.04,3
aus_518,6/1/2025,Australia,Sydney,25.8,16,117.7,362,None,Koeppen-D,Arid,Tundra,26.6,6.9,W,Summer,4480168,94926363.71,3
aus_519,6/2/2025,Australia,Sydney,26.9,11,19,218,None,Koeppen-B,Arid,Tundra,27.4,31,NW,Summer,6751093,31425001.67,9
aus_520,6/3/2025,Australia,Sydney,11.4,56,104.5,193,None,Koeppen-C,Arid,Tundra,14.2,39,W,Summer,4840458,28665898.75,4
aus_521,6/4/2025,Australia,Sydney,9.5,43,9.2,457,None,Koeppen-C,Arid,Desert,11.7,6.6,SW,Summer,3628067,70728940.94,9
aus_522,6/5/2025,Australia,Sydney,8.3,76,153.7,125,None,Koeppen-A,Arid,Forest,12.1,39.2,E,Summer,5874681,89079703.02,5
aus_523,6/6/2025,Australia,Sydney,-5.1,28,135.3,319,Heatwave,Koeppen-D,Arid,Desert,-3.7,11.6,E,Summer,3931208,46173196.75,1
aus_524,6/7/2025,Australia,Sydney,11.7,86,184.2,366,Flood,Koeppen-D,Arid,Grassland,16,30.2,S,Summer,5482286,36913442.84,1
aus_525,6/8/2025,Australia,Sydney,21.4,30,11,357,None,Koeppen-A,Arid,Forest,22.9,18.4,W,Summer,364033,1544471.69,10
aus_526,6/9/2025,Australia,Sydney,10.3,44,163.3,153,None,Koeppen-B,Arid,Grassland,12.5,12,W,Summer,917008,22214713.32,4
